id	code	category	name	made	weight	nutrients
15373	N000241	수산물	마디잘록이	진도	0	타우린(㎎)
15374	N000242	수산물	만새기	부산	106	타우린(㎎)
15375	N000244	수산물	말미잘	기장	0	타우린(㎎)
15376	N000246	수산물	말전복	부산	1391	타우린(㎎)
15377	N000247	수산물	말쥐치	여수	330	타우린(㎎)
15378	N000247	수산물	말쥐치	청평	0	타우린(㎎)
15379	N000249	수산물	맛조개	안산	0	타우린(㎎)
15380	N000250	수산물	망상어	부산	464	타우린(㎎)
15381	N000251	수산물	매끈이고둥	기장	887	타우린(㎎)
15382	N000252	수산물	매리복	부산	271	타우린(㎎)
15383	N000253	수산물	매생이	완도	113	타우린(㎎)
15384	N000255	수산물	매오징어	포항	0	타우린(㎎)
15385	N000256	수산물	매퉁이	부산	95	타우린(㎎)
15386	N000257	수산물	맵사리	부산	929	타우린(㎎)
15387	N000258	수산물	먹장어	부산	18	타우린(㎎)
15388	N000261	수산물	멍게	기장	412	타우린(㎎)
15389	N000263	수산물	메기-자연산	청평	0	타우린(㎎)
15390	N000264	수산물	멸치	부산	215	타우린(㎎)
15391	N000266	수산물	멸치-소건품-대멸	통영,알래스카산	542	타우린(㎎)
15392	N000267	수산물	멸치-소건품-소멸	통영,알래스카산	201	타우린(㎎)
15393	N000268	수산물	멸치-소건품-자멸	통영,알래스카산	286	타우린(㎎)
15394	N000269	수산물	멸치-소건품-중멸	통영,알래스카산	178	타우린(㎎)
15395	N000270	수산물	멸치-알	기장(대변항)	0	타우린(㎎)
15396	N000271	수산물	멸치-액젓	통영,알래스카산	30	타우린(㎎)
15397	N000272	수산물	멸치-자건품-대멸	통영,알래스카산	1261	타우린(㎎)
15398	N000274	수산물	멸치-자건품-소멸	통영,알래스카산	767	타우린(㎎)
15399	N000275	수산물	멸치-자건품-중멸	통영,알래스카산	1051	타우린(㎎)
15400	N000278	수산물	멸치-젓갈	신안	239	타우린(㎎)
15401	N000279	수산물	명태	부산	136	타우린(㎎)
15402	N000281	수산물	명태-동건품(포)	통영,알래스카산	509	타우린(㎎)
15403	N000282	수산물	명태-명란젓	통영,알래스카산	130	타우린(㎎)
15404	N000283	수산물	명태-소건품	통영,알래스카산	597	타우린(㎎)
15405	N000284	수산물	명태-소건품(노가리)	통영,알래스카산	652	타우린(㎎)
15406	N000287	수산물	명태-조미건품(포)	부산	103	타우린(㎎)
15407	N000288	수산물	명태-창란젓	통영,알래스카산	68	타우린(㎎)
15408	N000294	수산물	모자반	진도	0	타우린(㎎)
15409	N000300	수산물	무지개송어	청평	0	타우린(㎎)
15410	N000311	수산물	미꾸리	영덕	0	타우린(㎎)
15411	N000312	수산물	미더덕	부산	0	타우린(㎎)
15412	N000314	수산물	미역	완도	0	타우린(㎎)
15413	N000315	수산물	미역-소건품	완도	0	타우린(㎎)
15414	N000324	수산물	민어-양식산	남해	0	타우린(㎎)
15415	N000325	수산물	민어-자연산	남해서부-EEZ(240)	0	타우린(㎎)
15416	N000329	수산물	밀복	부산	100	타우린(㎎)
15417	N000330	수산물	밀복-조미건품(포)	통영,알래스카산	228	타우린(㎎)
15418	N000331	수산물	밍크고래-꼬리	울산(고래연)	0	타우린(㎎)
15419	N000332	수산물	밍크고래-뱃살	울산(고래연)	0	타우린(㎎)
15420	N000333	수산물	밍크고래-보통육	울산(고래연)	0	타우린(㎎)
15421	N000334	수산물	밍크고래-콩팥	울산(고래연)	0	타우린(㎎)
15422	N000335	수산물	밍크고래-혀	울산(고래연)	0	타우린(㎎)
15423	N000339	수산물	바위두둑	진도	0	타우린(㎎)
15424	N000340	수산물	바지락	전국(대표)	1503	타우린(㎎)
15425	N000341	수산물	바지락-소건품	전국(대표)	2570	타우린(㎎)
15426	N000342	수산물	바지락-자숙품	전국(대표)	774	타우린(㎎)
15427	N000346	수산물	반지	남해서부-EEZ(231)	0	타우린(㎎)
15428	N000347	수산물	밤송이게	부산	721	타우린(㎎)
15429	N000349	수산물	방어	통영,알래스카산	158	타우린(㎎)
15430	N000356	수산물	밴댕이-자건품	부산	1640	타우린(㎎)
15431	N000357	수산물	밴댕이-젓갈	신안	265	타우린(㎎)
15432	N000358	수산물	뱀장어	부산	31	타우린(㎎)
15433	N000365	수산물	뱅어-조미건품(포)	통영,알래스카산	15	타우린(㎎)
15434	N000366	수산물	벌레문치	포항	0	타우린(㎎)
15435	N000368	수산물	범돔	부산	530	타우린(㎎)
15436	N000372	수산물	벵에돔	기장	490	타우린(㎎)
15437	N000373	수산물	별상어	부산	127	타우린(㎎)
15438	N000377	수산물	병어	태안(서해)	0	타우린(㎎)
15439	N000378	수산물	병어-알	인천(서해)	0	타우린(㎎)
15440	N000379	수산물	보구치	남해서부-EEZ(222)	0	타우린(㎎)
15441	N000380	수산물	보라성게	부산	112	타우린(㎎)
15442	N000382	수산물	보리새우	부산	146	타우린(㎎)
15443	N000383	수산물	보말고둥	부산	772	타우린(㎎)
15444	N000387	수산물	볼락-양식산	부산	312	타우린(㎎)
15445	N000388	수산물	볼락-자연산	기장	580	타우린(㎎)
15446	N000389	수산물	부세	부산	126	타우린(㎎)
15447	N000391	수산물	부채새우	부산	313	타우린(㎎)
15448	N000392	수산물	북방대합	통영,알래스카산	0	타우린(㎎)
15449	N000397	수산물	분홍꼼치	포항	0	타우린(㎎)
15450	N000399	수산물	불볼락	부산	200	타우린(㎎)
15451	N000400	수산물	붉바리	통영,알래스카산	394	타우린(㎎)
15452	N000401	수산물	붉은대게	부산	298	타우린(㎎)
15453	N000402	수산물	붉은대게-수컷-다리	포항(독도연)	0	타우린(㎎)
15454	N000403	수산물	붉은대게-수컷-몸통	포항(독도연)	0	타우린(㎎)
15455	N000404	수산물	붉은대게-알	포항(독도연)	0	타우린(㎎)
15456	N000405	수산물	붉은대게-암컷-다리	포항(독도연)	0	타우린(㎎)
15457	N000406	수산물	붉은대게-암컷-몸통	포항(독도연)	0	타우린(㎎)
15458	N000407	수산물	붉은맛	부산	618	타우린(㎎)
15459	N000409	수산물	붉은메기	남해서부-EEZ(214)	0	타우린(㎎)
15460	N000410	수산물	붕어	부산	105	타우린(㎎)
15461	N000411	수산물	붕어-알	청평	0	타우린(㎎)
15462	N000412	수산물	붕장어	부산	0	타우린(㎎)
15463	N000413	수산물	블루길	창원(주남저수지)	0	타우린(㎎)
15464	N000415	수산물	비단가리비	부산	790	타우린(㎎)
15465	N000417	수산물	비단백합	부산	814	타우린(㎎)
15466	N000418	수산물	비틀대모자반	통영,알래스카산	198	타우린(㎎)
15467	N000422	수산물	빨강오징어	부산	604	타우린(㎎)
15468	N000423	수산물	뿔돔	부산	267	타우린(㎎)
15469	N000428	수산물	살오징어-소건품	속초	1259	타우린(㎎)
15470	N000429	수산물	살오징어-수컷	포항(독도연)	0	타우린(㎎)
15471	N000429	수산물	살오징어-수컷	포항(독도연)	0	타우린(㎎)
15472	N000429	수산물	살오징어-수컷	포항(독도연)	0	타우린(㎎)
15473	N000429	수산물	살오징어-수컷	포항(독도연)	0	타우린(㎎)
15474	N000429	수산물	살오징어-수컷	포항(독도연)	0	타우린(㎎)
15475	N000429	수산물	살오징어-수컷	포항(독도연)	0	타우린(㎎)
15476	N000429	수산물	살오징어-수컷	포항(독도연)	0	타우린(㎎)
15477	N000429	수산물	살오징어-수컷	포항(독도연)	0	타우린(㎎)
15478	N000429	수산물	살오징어-수컷	포항(독도연)	0	타우린(㎎)
15479	N000430	수산물	살오징어-암컷	포항(독도연)	0	타우린(㎎)
15480	N000430	수산물	살오징어-암컷	포항(독도연)	0	타우린(㎎)
15481	N000430	수산물	살오징어-암컷	포항(독도연)	0	타우린(㎎)
15482	N000430	수산물	살오징어-암컷	포항(독도연)	0	타우린(㎎)
15483	N000430	수산물	살오징어-암컷	포항(독도연)	0	타우린(㎎)
15484	N000430	수산물	살오징어-암컷	포항(독도연)	0	타우린(㎎)
15485	N000430	수산물	살오징어-암컷	포항(독도연)	0	타우린(㎎)
15486	N000430	수산물	살오징어-암컷	포항(독도연)	0	타우린(㎎)
15487	N000430	수산물	살오징어-암컷	포항(독도연)	0	타우린(㎎)
15488	N000434	수산물	삼세기	부산	0	타우린(㎎)
15489	N000435	수산물	삼치	부산	641	타우린(㎎)
15490	N000438	수산물	상괭이	울산(고래연)	0	타우린(㎎)
15491	N000439	수산물	새꼬막	여수	822	타우린(㎎)
15492	N000440	수산물	새날치	부산	174	타우린(㎎)
15493	N000441	수산물	새다래	부산	29	타우린(㎎)
15494	N000442	수산물	새조개	부산	838	타우린(㎎)
15495	N000443	수산물	샛돔	부산	61	타우린(㎎)
15496	N000445	수산물	서실	통영,알래스카산	30	타우린(㎎)
15497	N000447	수산물	선홍치	부산	224	타우린(㎎)
15498	N000448	수산물	성대	부산	0	타우린(㎎)
15499	N000450	수산물	소라	부산	1721	타우린(㎎)
15500	N000455	수산물	쇠돌고래	울산(고래연)	0	타우린(㎎)
15501	N000456	수산물	쇠미역	완도	0	타우린(㎎)
15502	N000457	수산물	쇠미역-소건품	완도	0	타우린(㎎)
15503	N000459	수산물	수조기	부산	272	타우린(㎎)
15504	N000462	수산물	숭어	부산	253	타우린(㎎)
15505	N000463	수산물	실꼬리돔	부산	372	타우린(㎎)
15506	N000466	수산물	쏘가리	청평	0	타우린(㎎)
15507	N000467	수산물	쏘가리-알	청평	0	타우린(㎎)
15508	N000468	수산물	쏙	태안	0	타우린(㎎)
15509	N000472	수산물	아귀	부산	101	타우린(㎎)
15510	N000477	수산물	아귀-조미건품(포)	부산	124	타우린(㎎)
15511	N000480	수산물	애기삿갓조개	부산	0	타우린(㎎)
15512	N000484	수산물	양미리-반건품	부산	239	타우린(㎎)
15513	N000485	수산물	양태	부산	247	타우린(㎎)
15514	N000486	수산물	어름돔	부산	357	타우린(㎎)
15515	N000487	수산물	얼룩통구멍	부산	137	타우린(㎎)
15516	N000488	수산물	여덟동가리	부산	375	타우린(㎎)
15517	N000489	수산물	연어	양양	36	타우린(㎎)
15518	N000491	수산물	연어-알	양양	28	타우린(㎎)
15519	N000492	수산물	연어-통조림(기름담금)	통영,알래스카산	62	타우린(㎎)
15520	N000494	수산물	연어-훈제품	통영,알래스카산	88	타우린(㎎)
15521	N000495	수산물	연어병치	부산	106	타우린(㎎)
15522	N000499	수산물	옥돔	부산	186	타우린(㎎)
15523	N000501	수산물	옥돔-염장품	부산	184	타우린(㎎)
15524	N000507	수산물	용치놀래기	부산	289	타우린(㎎)
15525	N000509	수산물	우럭	부산	496	타우린(㎎)
15526	N000510	수산물	우럭볼락	영암(선덕)	0	타우린(㎎)
15527	N000511	수산물	우뭇가사리	부산	93	타우린(㎎)
15528	N000514	수산물	웅어	부산	234	타우린(㎎)
15529	N000515	수산물	위고둥	부산	175	타우린(㎎)
15530	N000516	수산물	육동가리돔	부산	467	타우린(㎎)
15531	N000522	수산물	임연수어	기장	138	타우린(㎎)
15532	N000524	수산물	잉어	부산	285	타우린(㎎)
15533	N000526	수산물	잉어-알	청평	0	타우린(㎎)
15534	N000530	수산물	자리돔-젓갈	신안	356	타우린(㎎)
15535	N000532	수산물	자주복	부산	190	타우린(㎎)
15536	N000537	수산물	재첩	부산	63	타우린(㎎)
15537	N000541	수산물	전갱이	부산	144	타우린(㎎)
15538	N000541	수산물	전갱이	남해서부-EEZ(100)	0	타우린(㎎)
15539	N000547	수산물	전어	부산	213	타우린(㎎)
15540	N000550	수산물	점농어	남해서부-EEZ(231)	0	타우린(㎎)
15541	N000554	수산물	정어리	부산	188	타우린(㎎)
15542	N000563	수산물	조피볼락	여수(남해)	0	타우린(㎎)
15543	N000567	수산물	주꾸미-내장	남해	0	타우린(㎎)
15544	N000568	수산물	주꾸미-혼합	남해	0	타우린(㎎)
15545	N000571	수산물	주먹물수배기	포항	0	타우린(㎎)
15546	N000572	수산물	준치	부산	273	타우린(㎎)
15547	N000580	수산물	쥐노래미	부산	405	타우린(㎎)
15548	N000581	수산물	쥐치	부산	505	타우린(㎎)
15549	N000582	수산물	쥐치-조미건품(포)	거제	281	타우린(㎎)
15550	N000583	수산물	지중해담치	진해	0	타우린(㎎)
15551	N000583	수산물	지중해담치	진해	0	타우린(㎎)
15552	N000583	수산물	지중해담치	진해	0	타우린(㎎)
15553	N000583	수산물	지중해담치	진해	0	타우린(㎎)
15554	N000583	수산물	지중해담치	진해	0	타우린(㎎)
15555	N000583	수산물	지중해담치	진해	0	타우린(㎎)
15556	N000583	수산물	지중해담치	전국(대표)	0	타우린(㎎)
15557	N000584	수산물	지채	태안	0	타우린(㎎)
15558	N000585	수산물	지충이	진도	0	타우린(㎎)
15559	N000586	수산물	진두발	진도	0	타우린(㎎)
15560	N000587	수산물	진주담치	부산	670	타우린(㎎)
15561	N000588	수산물	진주담치-소건품	부산	987	타우린(㎎)
15562	N000594	수산물	참가자미	부산	238	타우린(㎎)
15563	N000595	수산물	참가자미-식해	거제	47	타우린(㎎)
15564	N000597	수산물	참게	청평	0	타우린(㎎)
15565	N000598	수산물	참굴	통영,알래스카산	0	타우린(㎎)
15566	N000600	수산물	참김	완도	0	타우린(㎎)
15567	N000603	수산물	참다랑어	여수(거문도)	0	타우린(㎎)
15568	N000604	수산물	참다랑어-기름살(육)	부산	1482	타우린(㎎)
15569	N000605	수산물	참다랑어-내장	부산	697	타우린(㎎)
15570	N000606	수산물	참다랑어-등살(상)	여수(거문도)	0	타우린(㎎)
15571	N000607	수산물	참다랑어-등살(중)	여수(거문도)	0	타우린(㎎)
15572	N000609	수산물	참다랑어-뱃살(상)	여수(거문도)	0	타우린(㎎)
15573	N000610	수산물	참다랑어-뱃살(중)	여수(거문도)	0	타우린(㎎)
15574	N000611	수산물	참다랑어-뱃살(하)	여수(거문도)	0	타우린(㎎)
15575	N000612	수산물	참다랑어-붉은살	부산	28	타우린(㎎)
15576	N000616	수산물	참담치	강릉	0	타우린(㎎)
15577	N000618	수산물	참돔	부산	0	타우린(㎎)
15578	N000619	수산물	참돔-알	부산	177	타우린(㎎)
15579	N000624	수산물	참문어-다리	부산	0	타우린(㎎)
15580	N000625	수산물	참문어-몸통	부산	0	타우린(㎎)
15581	N000626	수산물	참문어-소건품	속초	4389	타우린(㎎)
15582	N000628	수산물	참서대	부산	248	타우린(㎎)
15583	N000629	수산물	참서대-염건품	통영,알래스카산	341	타우린(㎎)
15584	N000630	수산물	참조기	부산	93	타우린(㎎)
15585	N000631	수산물	참조기-근육	영광	739	타우린(㎎)
15586	N000632	수산물	참조기-알	영광	0	타우린(㎎)
15587	N000633	수산물	참조기-염건품	통영(영광)	142	타우린(㎎)
15588	N000634	수산물	참조기-젓갈	진주	180	타우린(㎎)
15589	N000638	수산물	청각	완도	0	타우린(㎎)
15590	N000640	수산물	청멸	남해중부-EEZ(104)	0	타우린(㎎)
15591	N000641	수산물	청보리멸	통영,알래스카산	376	타우린(㎎)
15592	N000642	수산물	청상아리	부산	223	타우린(㎎)
15593	N000644	수산물	청어	포항	0	타우린(㎎)
15594	N000646	수산물	청어-동건품	부산	0	타우린(㎎)
15595	N000649	수산물	청자갈치	포항	0	타우린(㎎)
15596	N000653	수산물	칠면초	태안	0	타우린(㎎)
15597	N000654	수산물	칠성갈치	포항	0	타우린(㎎)
15598	N000658	수산물	큰가리비	전국(대표)	527	타우린(㎎)
15599	N000660	수산물	큰논우렁이	부산	9	타우린(㎎)
15600	N000663	수산물	키조개-패주	부산	994	타우린(㎎)
15601	N000666	수산물	털탑고둥	기장	631	타우린(㎎)
15602	N000668	수산물	톱니모자반	부산	157	타우린(㎎)
15603	N000669	수산물	톳	전국(대표)	0	타우린(㎎)
15604	N000673	수산물	퉁퉁마디	태안	0	타우린(㎎)
15605	N000674	수산물	틸라피아	진해	500	타우린(㎎)
15606	N000675	수산물	팔완향오징어	포항	0	타우린(㎎)
15607	N000678	수산물	푸렁통구멍	부산	199	타우린(㎎)
15608	N000679	수산물	풀가사리	통영,알래스카산	752	타우린(㎎)
15609	N000684	수산물	피뿔고둥	기장	599	타우린(㎎)
15610	N000685	수산물	피조개	통영,알래스카산	0	타우린(㎎)
15611	N000687	수산물	학공치	부산	214	타우린(㎎)
15612	N000689	수산물	해삼	부산	18	타우린(㎎)
15613	N000690	수산물	해삼-내장	통영,알래스카산	0	타우린(㎎)
15614	N000691	수산물	해삼-몸통	통영,알래스카산	0	타우린(㎎)
15615	N000694	수산물	향어	청평	365	타우린(㎎)
15616	N000696	수산물	혹돔	통영,알래스카산	236	타우린(㎎)
15617	N000697	수산물	혹부리고래	울산(고래연)	0	타우린(㎎)
15618	N000698	수산물	홍가자미-암컷	포항(독도연)	0	타우린(㎎)
15619	N000701	수산물	홍어	남해서부-EEZ(222)	0	타우린(㎎)
15620	N000706	수산물	황다랑어	부산	35	타우린(㎎)
15621	N000707	수산물	황다랑어-내장	부산	879	타우린(㎎)
15622	N000708	수산물	황다랑어-통조림(기름담금)	통영,알래스카산	54	타우린(㎎)
15623	N000713	수산물	황아귀	남해서부-EEZ(231)	0	타우린(㎎)
15624	N000714	수산물	황어	부산	106	타우린(㎎)
15625	N000720	수산물	흰다리새우	인천(영종)	311	타우린(㎎)
15626	N000724	수산물	굴(참굴)	통영,알래스카산	0	타우린(㎎)
15627	N000724	수산물	굴(참굴)	통영,알래스카산	0	타우린(㎎)
15628	N000724	수산물	굴(참굴)	통영,알래스카산	0	타우린(㎎)
15629	N000724	수산물	굴(참굴)	통영,알래스카산	0	타우린(㎎)
15630	N000724	수산물	굴(참굴)	통영,알래스카산	0	타우린(㎎)
15631	N000724	수산물	굴(참굴)	통영,알래스카산	0	타우린(㎎)
15632	N000729	수산물	메기-알	청평	0	타우린(㎎)
15633	N000730	수산물	메기-양식산	청평	0	타우린(㎎)
15634	N000732	수산물	북방전복	기장	1799	타우린(㎎)
15635	N000735	수산물	연어-수입산 통조림(조미)	통영,알래스카산	64	타우린(㎎)
15636	N000736	수산물	오만둥이	부산	0	타우린(㎎)
15637	N000737	수산물	참갑오징어	부산	791	타우린(㎎)
15638	N000740	수산물	참꼴뚜기-자건품	부산	3134	타우린(㎎)
15639	N000742	수산물	참담치(홍합)-자건품	전국(대표)	2111	타우린(㎎)
15640	N000743	수산물	참담치(홍합)-자숙품	전국(대표)	708	타우린(㎎)
15641	N000744	수산물	참도박	부산	76	타우린(㎎)
15642	N000745	수산물	참문어	부산	435	타우린(㎎)
15643	N000748	수산물	치어	기장	271	타우린(㎎)
15644	N000751	수산물	향어(이스라엘잉어)-알	청평	0	타우린(㎎)
15645	N000753	수산물	화살꼴뚜기	부산	445	타우린(㎎)
15646	N000001	수산물	가다랑어	전국(대표)	45.5	글리신 베타인(㎎)
15647	N000031	수산물	갈전갱이	전국(대표)	136	글리신 베타인(㎎)
15648	N000032	수산물	갈치	전국(대표)	24.2	글리신 베타인(㎎)
15649	N000048	수산물	개불	전국(대표)	36.9	글리신 베타인(㎎)
15650	N000050	수산물	개조개	전국(대표)	1125.8	글리신 베타인(㎎)
15651	N000051	수산물	갯가재	전국(대표)	615.1	글리신 베타인(㎎)
15652	N000053	수산물	갯장어	전국(대표)	198.7	글리신 베타인(㎎)
15653	N000059	수산물	고등어	전국(대표)	41	글리신 베타인(㎎)
15654	N000110	수산물	꽁치	전국(대표)	14.4	글리신 베타인(㎎)
15655	N000114	수산물	꽃게	전국(대표)	461.2	글리신 베타인(㎎)
15656	N000122	수산물	낙지	전국(대표)	454.8	글리신 베타인(㎎)
15657	N000135	수산물	넙치	전국(대표)	38.4	글리신 베타인(㎎)
15658	N000142	수산물	노랑가오리	전국(대표)	624.3	글리신 베타인(㎎)
15659	N000150	수산물	녹새치	전국(대표)	186.9	글리신 베타인(㎎)
15660	N000161	수산물	눈다랑어	전국(대표)	47.4	글리신 베타인(㎎)
15661	N000175	수산물	닭새우	전국(대표)	607.1	글리신 베타인(㎎)
15662	N000184	수산물	대구-알	전국(대표)	8.8	글리신 베타인(㎎)
15663	N000192	수산물	대문어	전국(대표)	405.4	글리신 베타인(㎎)
15664	N000197	수산물	대하	전국(대표)	776.7	글리신 베타인(㎎)
15665	N000201	수산물	도다리	전국(대표)	39.2	글리신 베타인(㎎)
15666	N000211	수산물	돌돔	전국(대표)	47.5	글리신 베타인(㎎)
15667	N000228	수산물	두툽상어	전국(대표)	224.3	글리신 베타인(㎎)
15668	N000258	수산물	먹장어	전국(대표)	436.9	글리신 베타인(㎎)
15669	N000261	수산물	멍게	전국(대표)	146.2	글리신 베타인(㎎)
15670	N000264	수산물	멸치	전국(대표)	42.7	글리신 베타인(㎎)
15671	N000279	수산물	명태	전국(대표)	81.5	글리신 베타인(㎎)
15672	N000286	수산물	명태-알	전국(대표)	8.4	글리신 베타인(㎎)
15673	N000300	수산물	무지개송어	전국(대표)	13.9	글리신 베타인(㎎)
15674	N000311	수산물	미꾸리	전국(대표)	5.8	글리신 베타인(㎎)
15675	N000312	수산물	미더덕	전국(대표)	91.9	글리신 베타인(㎎)
15676	N000323	수산물	민어	전국(대표)	39.2	글리신 베타인(㎎)
15677	N000329	수산물	밀복	전국(대표)	40.8	글리신 베타인(㎎)
15678	N000340	수산물	바지락	전국(대표)	273.9	글리신 베타인(㎎)
15679	N000349	수산물	방어	전국(대표)	79.6	글리신 베타인(㎎)
15680	N000358	수산물	뱀장어	전국(대표)	80.9	글리신 베타인(㎎)
15681	N000373	수산물	별상어	전국(대표)	139.8	글리신 베타인(㎎)
15682	N000376	수산물	별쭉지성대	전국(대표)	124.8	글리신 베타인(㎎)
15683	N000377	수산물	병어	전국(대표)	16.2	글리신 베타인(㎎)
15684	N000381	수산물	보라성게-알	전국(대표)	283.3	글리신 베타인(㎎)
15685	N000382	수산물	보리새우	전국(대표)	314.8	글리신 베타인(㎎)
15686	N000389	수산물	부세	전국(대표)	48.8	글리신 베타인(㎎)
15687	N000391	수산물	부채새우	전국(대표)	351.4	글리신 베타인(㎎)
15688	N000427	수산물	살오징어	전국(대표)	773.9	글리신 베타인(㎎)
15689	N000435	수산물	삼치	전국(대표)	17.2	글리신 베타인(㎎)
15690	N000450	수산물	소라	전국(대표)	456.8	글리신 베타인(㎎)
15691	N000462	수산물	숭어	전국(대표)	19.7	글리신 베타인(㎎)
15692	N000472	수산물	아귀	전국(대표)	48.4	글리신 베타인(㎎)
15693	N000509	수산물	우럭	전국(대표)	575.3	글리신 베타인(㎎)
15694	N000541	수산물	전갱이	전국(대표)	19.8	글리신 베타인(㎎)
15695	N000547	수산물	전어	전국(대표)	13.7	글리신 베타인(㎎)
15696	N000559	수산물	조각매물고둥	전국(대표)	774.6	글리신 베타인(㎎)
15697	N000563	수산물	조피볼락	전국(대표)	37	글리신 베타인(㎎)
15698	N000587	수산물	진주담치	전국(대표)	715	글리신 베타인(㎎)
15699	N000596	수산물	참가자미-알	전국(대표)	7.4	글리신 베타인(㎎)
15700	N000603	수산물	참다랑어	전국(대표)	63.9	글리신 베타인(㎎)
15701	N000618	수산물	참돔	전국(대표)	33.8	글리신 베타인(㎎)
15702	N000644	수산물	청어	전국(대표)	25.7	글리신 베타인(㎎)
15703	N000648	수산물	청어-알	전국(대표)	8.9	글리신 베타인(㎎)
15704	N000666	수산물	털탑고둥	전국(대표)	725.3	글리신 베타인(㎎)
15705	N000674	수산물	틸라피아	전국(대표)	17.8	글리신 베타인(㎎)
15706	N000684	수산물	피뿔고둥	전국(대표)	698.4	글리신 베타인(㎎)
15707	N000685	수산물	피조개	전국(대표)	824.4	글리신 베타인(㎎)
15708	N000687	수산물	학공치	전국(대표)	41.4	글리신 베타인(㎎)
15709	N000706	수산물	황다랑어	전국(대표)	56.2	글리신 베타인(㎎)
15710	N000711	수산물	황새치	전국(대표)	60	글리신 베타인(㎎)
15711	N000724	수산물	굴(참굴)	전국(대표)	728.6	글리신 베타인(㎎)
15712	N000737	수산물	참갑오징어	전국(대표)	656.2	글리신 베타인(㎎)
15713	N000753	수산물	화살꼴뚜기	전국(대표)	472.8	글리신 베타인(㎎)
15714	N000001	수산물	가다랑어	전국(대표)	44.7	호마린(㎎)
15715	N000031	수산물	갈전갱이	전국(대표)	4.3	호마린(㎎)
15716	N000032	수산물	갈치	전국(대표)	0.6	호마린(㎎)
15717	N000048	수산물	개불	전국(대표)	19.8	호마린(㎎)
15718	N000050	수산물	개조개	전국(대표)	64.7	호마린(㎎)
15719	N000051	수산물	갯가재	전국(대표)	415.1	호마린(㎎)
15720	N000053	수산물	갯장어	전국(대표)	8.3	호마린(㎎)
15721	N000059	수산물	고등어	전국(대표)	12.4	호마린(㎎)
15722	N000110	수산물	꽁치	전국(대표)	0	호마린(㎎)
15723	N000114	수산물	꽃게	전국(대표)	128.9	호마린(㎎)
15724	N000122	수산물	낙지	전국(대표)	101.1	호마린(㎎)
15725	N000135	수산물	넙치	전국(대표)	17.5	호마린(㎎)
15726	N000142	수산물	노랑가오리	전국(대표)	84.4	호마린(㎎)
15727	N000150	수산물	녹새치	전국(대표)	158.6	호마린(㎎)
15728	N000161	수산물	눈다랑어	전국(대표)	4.8	호마린(㎎)
15729	N000175	수산물	닭새우	전국(대표)	188.6	호마린(㎎)
15730	N000184	수산물	대구-알	전국(대표)	5.5	호마린(㎎)
15731	N000192	수산물	대문어	전국(대표)	148.6	호마린(㎎)
15732	N000197	수산물	대하	전국(대표)	101.3	호마린(㎎)
15733	N000201	수산물	도다리	전국(대표)	0.8	호마린(㎎)
15734	N000211	수산물	돌돔	전국(대표)	0.9	호마린(㎎)
15735	N000228	수산물	두툽상어	전국(대표)	3.1	호마린(㎎)
15736	N000258	수산물	먹장어	전국(대표)	313.1	호마린(㎎)
15737	N000261	수산물	멍게	전국(대표)	49.9	호마린(㎎)
15738	N000264	수산물	멸치	전국(대표)	23.1	호마린(㎎)
15739	N000279	수산물	명태	전국(대표)	1.9	호마린(㎎)
15740	N000286	수산물	명태-알	전국(대표)	6.7	호마린(㎎)
15741	N000300	수산물	무지개송어	전국(대표)	0	호마린(㎎)
15742	N000311	수산물	미꾸리	전국(대표)	1.1	호마린(㎎)
15743	N000312	수산물	미더덕	전국(대표)	40.1	호마린(㎎)
15744	N000323	수산물	민어	전국(대표)	3	호마린(㎎)
15745	N000329	수산물	밀복	전국(대표)	1.5	호마린(㎎)
15746	N000340	수산물	바지락	전국(대표)	66.1	호마린(㎎)
15747	N000349	수산물	방어	전국(대표)	7	호마린(㎎)
15748	N000358	수산물	뱀장어	전국(대표)	0.9	호마린(㎎)
15749	N000373	수산물	별상어	전국(대표)	8.7	호마린(㎎)
15750	N000376	수산물	별쭉지성대	전국(대표)	1	호마린(㎎)
15751	N000377	수산물	병어	전국(대표)	0	호마린(㎎)
15752	N000381	수산물	보라성게-알	전국(대표)	51.5	호마린(㎎)
15753	N000382	수산물	보리새우	전국(대표)	16.2	호마린(㎎)
15754	N000389	수산물	부세	전국(대표)	0.5	호마린(㎎)
15755	N000391	수산물	부채새우	전국(대표)	109.9	호마린(㎎)
15756	N000427	수산물	살오징어	전국(대표)	151.5	호마린(㎎)
15757	N000435	수산물	삼치	전국(대표)	0.4	호마린(㎎)
15758	N000450	수산물	소라	전국(대표)	84.8	호마린(㎎)
15759	N000462	수산물	숭어	전국(대표)	1	호마린(㎎)
15760	N000472	수산물	아귀	전국(대표)	3.2	호마린(㎎)
15761	N000509	수산물	우럭	전국(대표)	57	호마린(㎎)
15762	N000541	수산물	전갱이	전국(대표)	0.6	호마린(㎎)
15763	N000547	수산물	전어	전국(대표)	1.5	호마린(㎎)
15764	N000559	수산물	조각매물고둥	전국(대표)	234.5	호마린(㎎)
15765	N000563	수산물	조피볼락	전국(대표)	4	호마린(㎎)
15766	N000587	수산물	진주담치	전국(대표)	61.8	호마린(㎎)
15767	N000596	수산물	참가자미-알	전국(대표)	3.1	호마린(㎎)
15768	N000603	수산물	참다랑어	전국(대표)	28.5	호마린(㎎)
